variation,,0,1,2,3,4
0,0,0.0001084241428375244,0.017539670873641968,1.9573211669921873e-07,1.68914794921875e-08,0.38131611192703246
0,1,0.017539670873641968,0.8281795079078674,1.773206901550293e-05,1.5927677154541015e-06,43.194955960546494
0,2,1.9573211669921873e-07,1.773206901550293e-05,8.201599121093749e-11,1.010894775390625e-10,0.00033664907264709473
0,3,1.68914794921875e-08,1.5927677154541015e-06,1.010894775390625e-10,5.91278076171875e-11,4.335946464538574e-05
0,4,0.38131611192703246,43.194955960546494,0.00033664907264709473,4.335946464538574e-05,188.36547668971062
