variation,,0,1,2,3,4
0,0,3.720951080322265e-08,4.31060791015625e-10,3.96728515625e-10,0.006207443479537964,0.0007807634468078613
0,1,4.31060791015625e-10,-4.00543212890625e-11,-1.3542175292968748e-10,-0.000304734281539917,1.0170345306396484e-06
0,2,3.96728515625e-10,-1.3542175292968748e-10,-1.964569091796875e-10,-0.00031401170539855955,1.1440773010253906e-06
0,3,0.006207443479537964,-0.000304734281539917,-0.00031401170539855955,-239.93762725370595,486.962055066719
0,4,0.0007807634468078613,1.0170345306396484e-06,1.1440773010253906e-06,486.962055066719,1.793121879245758
